Time,Yaw_Angle
1773502632.8815842,90.1
1773502632.982,90.1
1773502633.0818362,90.1
1773502633.182302,90.1
1773502633.2822356,90.1
1773502633.3820727,90.1
1773502633.4814274,90.1
1773502633.581321,90.1
1773502633.6816225,90.1
1773502633.7819707,90.1
1773502633.8814743,90.1
1773502633.981765,90.1
1773502634.0820525,90.1
1773502634.1816335,90.1
1773502634.281392,90.1
1773502634.3814802,90.1
1773502634.4815085,90.1
1773502634.581988,90.1
1773502634.6813483,90.1
1773502634.7812984,90.1
1773502634.8814533,90.1
1773502634.9814084,90.1
1773502635.0814207,90.1
1773502635.1813028,90.1
1773502635.2814062,90.1
1773502635.3816476,90.1
1773502635.481352,90.1
1773502635.581562,90.1
1773502635.681377,90.1
1773502635.78145,90.1
1773502635.881305,90.1
1773502635.9814396,90.1
1773502636.0816467,90.1
1773502636.1819637,90.1
1773502636.2815015,90.1
1773502636.3815532,90.1
1773502636.4816518,90.1
1773502636.5813954,90.1
1773502636.6814132,90.1
1773502636.7815087,90.1
1773502636.8816776,90.1
1773502636.9820852,90.1
1773502637.081849,90.1
1773502637.181695,90.1
1773502637.281363,90.1
1773502637.381384,90.1
1773502637.481559,90.1
1773502637.5821273,90.1
1773502637.6815915,90.1
1773502637.7819917,90.1
1773502637.88138,90.1
1773502637.981654,90.1
1773502638.0815196,90.1
1773502638.1816192,90.1
1773502638.2815003,90.1
1773502638.381534,90.1
1773502638.4817977,90.1
1773502638.5814278,90.1
1773502638.6816196,90.1
1773502638.7818158,90.1
1773502638.881331,90.1
1773502638.981636,90.1
1773502639.081514,90.1
1773502639.1812887,90.1
1773502639.2813103,90.1
1773502639.381456,90.1
1773502639.481952,90.1
1773502639.5814488,90.1
1773502639.681395,90.1
1773502639.7815819,90.1
1773502639.8817363,90.1
1773502639.9813993,90.1
1773502640.0816572,90.1
1773502640.181307,90.1
1773502640.281333,90.1
1773502640.3820415,90.1
1773502640.481387,90.1
1773502640.5814457,90.1
1773502640.6815202,90.1
1773502640.7821937,90.1
1773502640.8815122,90.1
1773502640.9814441,90.1
1773502641.081376,90.1
1773502641.181304,90.1
1773502641.2812698,90.1
1773502641.3813071,90.1
1773502641.4814065,90.1
1773502641.5814078,90.1
1773502641.6815064,90.1
1773502641.7820442,90.1
1773502641.88178,90.1
1773502641.9818356,90.1
1773502642.0816238,90.1
1773502642.1813383,90.1
1773502642.2813175,90.1
1773502642.3812656,90.1
1773502642.4814308,90.1
1773502642.5814545,90.1
1773502642.6813707,90.1
1773502642.7813199,90.1
1773502642.8816197,90.1
1773502642.981357,90.1
1773502643.0812664,90.1
1773502643.181852,90.1
1773502643.2819924,90.1
1773502643.3814123,90.1
1773502643.4819016,90.1
1773502643.5814123,90.1
1773502643.6813295,90.1
1773502643.7816908,90.1
1773502643.8815994,90.1
1773502643.9815805,90.1
1773502644.081527,90.1
1773502644.1819828,90.1
1773502644.2820888,90.1
1773502644.3813732,90.1
1773502644.4813583,90.1
1773502644.5815609,90.1
1773502644.681608,90.1
1773502644.7818475,90.1
1773502644.8817377,90.1
1773502644.9814134,90.1
1773502645.0816891,90.1
1773502645.1818888,90.1
1773502645.281288,90.1
1773502645.3814018,90.1
1773502645.4812608,90.1
1773502645.5814366,90.1
1773502645.6813483,90.1
1773502645.7813044,90.1
1773502645.8815777,90.1
1773502645.981381,90.1
1773502646.081327,90.1
1773502646.1813345,90.1
1773502646.2814968,90.1
1773502646.3814585,90.1
1773502646.4814734,90.1
1773502646.5814397,90.1
1773502646.6813269,90.1
1773502646.7814946,90.1
1773502646.8814726,90.1
1773502646.9814444,90.1
1773502647.081676,90.1
1773502647.1815515,90.1
1773502647.2816653,90.1
1773502647.3821814,90.1
1773502647.481854,90.1
1773502647.5817125,90.1
1773502647.6817818,90.1
1773502647.7818444,90.1
1773502647.8813596,90.1
1773502647.981309,90.1
1773502648.0813503,90.1
1773502648.1819417,90.1
1773502648.2817943,90.1
1773502648.3823218,90.1
1773502648.4813225,90.1
1773502648.5813293,90.1
1773502648.6813812,90.1
1773502648.7813458,90.1
1773502648.8813245,90.1
1773502648.98133,90.1
1773502649.0813274,90.1
1773502649.1814134,90.1
1773502649.281336,90.1
1773502649.3813465,90.1
1773502649.4813244,90.1
1773502649.5812984,90.1
1773502649.681328,90.1
1773502649.7813315,90.1
1773502649.8813791,90.1
1773502649.981363,90.1
1773502650.0815098,90.1
1773502650.1816542,90.1
1773502650.2817194,90.1
1773502650.381759,90.1
1773502650.4814687,90.1
1773502650.5815287,90.1
1773502650.6817963,90.1
1773502650.7817287,90.1
