Time,Yaw_Angle
1773652912.985574,90.1
1773652913.085636,90.1
1773652913.1852252,90.1
1773652913.2854319,90.1
1773652913.3857145,90.1
1773652913.4856687,90.1
1773652913.585409,90.1
1773652913.685214,90.1
1773652913.7854064,90.1
1773652913.8857102,90.1
1773652913.985474,90.1
1773652914.0855873,90.1
1773652914.185299,90.1
1773652914.2851634,90.1
1773652914.385503,90.1
1773652914.4855633,90.1
1773652914.5854664,90.1
1773652914.685164,90.1
1773652914.7852628,90.1
1773652914.8855274,90.1
1773652914.9854896,90.1
1773652915.0853357,90.1
1773652915.1855998,90.1
1773652915.2852883,90.1
1773652915.385546,90.1
1773652915.4855216,90.1
1773652915.5853298,90.1
1773652915.685348,90.1
1773652915.7851677,90.1
1773652915.8856187,90.1
1773652915.98566,90.1
1773652916.0853488,90.1
1773652916.1854718,90.1
1773652916.285173,90.1
1773652916.3854682,90.1
1773652916.485968,90.1
1773652916.5856254,90.1
1773652916.6852696,90.1
1773652916.7851129,90.1
1773652916.8853855,90.1
1773652916.9857786,90.1
1773652917.0855787,90.1
1773652917.1856854,90.1
1773652917.2852187,90.1
1773652917.3853228,90.1
1773652917.485617,90.1
1773652917.585452,90.1
1773652917.685337,90.1
1773652917.7851882,90.1
1773652917.8853385,90.1
1773652917.985725,90.1
1773652918.085436,90.1
1773652918.185415,90.1
1773652918.2851398,90.1
1773652918.385377,90.1
1773652918.4854567,90.1
1773652918.5854115,90.1
1773652918.6853719,90.1
1773652918.7851293,90.1
1773652918.885738,90.1
1773652918.9857228,90.1
1773652919.085422,90.1
1773652919.1860356,90.1
1773652919.2852564,90.1
1773652919.3852913,90.1
1773652919.485507,90.1
1773652919.5855389,90.1
1773652919.6852822,90.1
1773652919.785092,90.1
1773652919.885556,90.1
1773652919.9859154,90.1
1773652920.0857463,90.1
1773652920.1857483,90.1
1773652920.285283,90.1
1773652920.385077,90.1
1773652920.4858136,90.1
1773652920.5851426,90.1
1773652920.6851552,90.1
1773652920.7853088,90.1
1773652920.88532,90.1
1773652920.985139,90.1
1773652921.085302,90.1
1773652921.1851683,90.1
1773652921.2852328,90.1
1773652921.3851979,90.1
1773652921.485314,90.1
1773652921.5852838,90.1
1773652921.6854901,90.1
1773652921.7851665,90.1
1773652921.8852582,90.1
1773652921.9853492,90.1
1773652922.085241,90.1
1773652922.1852245,90.1
1773652922.2851915,90.1
1773652922.3851788,90.1
1773652922.4852445,90.1
1773652922.5851831,90.1
1773652922.6851552,90.1
1773652922.7851474,90.1
1773652922.8851755,90.1
1773652922.9852307,90.1
1773652923.0851407,90.1
1773652923.1850796,90.1
1773652923.2853522,90.1
1773652923.3851993,90.1
1773652923.4853487,90.1
1773652923.5851128,90.1
1773652923.6851726,90.1
1773652923.7851572,90.1
1773652923.8851256,90.1
1773652923.9853282,90.1
1773652924.0852022,90.1
1773652924.1851773,90.1
1773652924.2855065,90.1
1773652924.385331,90.1
1773652924.4851363,90.1
1773652924.5851443,90.1
1773652924.6851137,90.1
1773652924.7853105,90.1
1773652924.8853674,90.1
1773652924.9853983,90.1
1773652925.0851436,90.1
1773652925.1851804,90.1
1773652925.285197,90.1
1773652925.3852458,90.1
1773652925.4853919,90.1
1773652925.5853388,90.1
1773652925.6851418,90.1
1773652925.7853246,90.1
1773652925.8852367,90.1
1773652925.9852567,90.1
1773652926.0851986,90.1
1773652926.1853204,90.1
1773652926.2852228,90.1
1773652926.385239,90.1
1773652926.4852548,90.1
1773652926.5852654,90.1
1773652926.6853106,90.1
1773652926.785311,90.1
1773652926.8852758,90.1
1773652926.985433,90.1
1773652927.0854416,90.1
1773652927.1853123,90.1
1773652927.2852545,90.1
1773652927.3853173,90.1
1773652927.4853017,90.1
1773652927.5852664,90.1
1773652927.685408,90.1
1773652927.7852356,90.1
1773652927.885324,90.1
1773652927.9853115,90.1
1773652928.0853004,90.1
1773652928.1853838,90.1
1773652928.2854886,90.1
1773652928.3854287,90.1
1773652928.4853687,90.1
1773652928.585143,90.1
1773652928.6854944,90.1
1773652928.7859395,90.1
1773652928.8855028,90.1
1773652928.9854054,90.1
1773652929.0853806,90.1
1773652929.1854017,90.1
1773652929.2856905,90.1
1773652929.3855498,90.1
1773652929.4851463,90.1
1773652929.585287,90.1
1773652929.6851673,90.1
1773652929.785474,90.1
1773652929.8852532,90.1
1773652929.9852455,90.1
1773652930.0852122,90.1
1773652930.1852188,90.1
1773652930.285675,90.1
1773652930.3856027,90.1
1773652930.4858499,90.1
1773652930.5852776,90.1
1773652930.685533,90.1
1773652930.7853541,90.1
1773652930.8853354,90.1
1773652930.9858782,90.1
1773652931.0853143,90.1
1773652931.1852298,90.1
1773652931.285184,90.1
1773652931.3851852,90.1
1773652931.4856324,90.1
1773652931.5851338,90.1
1773652931.6856036,90.1
1773652931.7855778,90.1
1773652931.8855536,90.1
1773652931.9856644,90.1
1773652932.0852084,90.1
1773652932.1855116,90.1
1773652932.2854652,90.1
1773652932.385855,90.1
1773652932.4855874,90.1
1773652932.5851784,90.1
1773652932.6854918,90.1
1773652932.7854931,90.1
1773652932.8858266,90.1
1773652932.9858625,90.1
1773652933.0852523,90.1
1773652933.1852434,90.1
1773652933.2851365,90.1
1773652933.385156,90.1
1773652933.4855826,90.1
1773652933.585389,90.1
1773652933.6851604,90.1
1773652933.7853003,90.1
1773652933.885119,90.1
1773652933.9854226,90.1
1773652934.085497,90.1
1773652934.185153,90.1
1773652934.2854016,90.1
1773652934.3855844,90.1
1773652934.4854445,90.1
1773652934.5853376,90.1
1773652934.6852784,90.1
1773652934.7856762,90.1
1773652934.88542,90.1
1773652934.9860919,90.1
1773652935.0855048,90.1
1773652935.1852438,90.1
1773652935.2854607,90.1
1773652935.3855796,90.1
1773652935.4851232,90.1
1773652935.585442,90.1
1773652935.685291,90.1
1773652935.7852302,90.1
1773652935.8854024,90.1
1773652935.9859028,90.1
1773652936.085415,90.1
1773652936.1852593,90.1
1773652936.2854443,90.1
1773652936.3851974,90.1
1773652936.485397,90.1
1773652936.5854146,90.1
1773652936.6851482,90.1
1773652936.7854679,90.1
1773652936.885437,90.1
1773652936.9859679,90.1
1773652937.08535,90.1
1773652937.1851947,90.1
1773652937.2852654,90.1
1773652937.3855731,90.1
1773652937.4858081,90.1
1773652937.5854402,90.1
1773652937.685175,90.1
1773652937.7852721,90.1
1773652937.8853874,90.1
1773652937.9859173,90.1
1773652938.0853934,90.1
1773652938.1853933,90.1
1773652938.2851799,90.1
1773652938.3855414,90.1
1773652938.4854717,90.1
1773652938.585355,90.1
1773652938.68515,90.1
1773652938.7851083,90.1
1773652938.8852928,90.1
1773652938.9860666,90.1
1773652939.0854037,90.1
1773652939.1856408,90.1
1773652939.2852583,90.1
1773652939.3851883,90.1
1773652939.4855237,90.1
1773652939.5855765,90.1
1773652939.6854656,90.1
1773652939.7852147,90.1
1773652939.8852475,90.1
1773652939.9853928,90.1
1773652940.0853355,90.1
1773652940.185508,90.1
1773652940.285711,90.1
1773652940.3853595,90.1
1773652940.485595,90.1
1773652940.585773,90.1
1773652940.6856935,90.1
1773652940.7851417,90.1
1773652940.8851254,90.1
1773652940.9855103,90.1
1773652941.0853922,90.1
1773652941.185872,90.1
1773652941.2860198,90.1
1773652941.3853562,90.1
1773652941.4858224,90.1
1773652941.5855815,90.1
1773652941.685643,90.1
1773652941.7851944,90.1
1773652941.8854823,90.1
1773652941.9852839,90.1
1773652942.085485,90.1
1773652942.1852427,90.1
1773652942.2855935,90.1
1773652942.3855853,90.1
1773652942.4852798,90.1
1773652942.5856879,90.1
1773652942.6855261,90.1
1773652942.7852314,90.1
1773652942.8855145,90.1
1773652942.9854035,90.1
1773652943.085455,90.1
1773652943.185226,90.1
1773652943.285093,90.1
1773652943.3857396,90.1
1773652943.4853208,90.1
1773652943.5853407,90.1
1773652943.6851726,90.1
1773652943.7857635,90.1
1773652943.885157,90.1
1773652943.9853957,90.1
1773652944.085133,90.1
1773652944.185412,90.1
1773652944.2855744,90.1
1773652944.38547,90.1
1773652944.4859889,90.1
1773652944.5853114,90.1
1773652944.685485,90.1
1773652944.7857635,90.1
1773652944.8853297,90.1
1773652944.9855983,90.1
1773652945.0852437,90.1
1773652945.1853476,90.1
1773652945.2858684,90.1
1773652945.3854682,90.1
1773652945.4852948,90.1
1773652945.5852695,90.1
1773652945.6856844,90.1
1773652945.7859166,90.1
1773652945.8851533,90.1
1773652945.985407,90.1
1773652946.0851989,90.1
1773652946.1855063,90.1
1773652946.28593,90.1
1773652946.3853743,90.1
1773652946.4855518,90.1
1773652946.5852382,90.1
1773652946.6854274,90.1
1773652946.7857056,90.1
1773652946.8853023,90.1
1773652946.9855626,90.1
1773652947.0852199,90.1
1773652947.1852212,90.1
1773652947.2856812,90.1
1773652947.38553,90.1
1773652947.485818,90.1
1773652947.5852847,90.1
1773652947.6855252,90.1
1773652947.785682,90.1
1773652947.885321,90.1
1773652947.9856656,90.1
1773652948.0851896,90.1
1773652948.1854584,90.1
1773652948.2856333,90.1
1773652948.3853807,90.1
1773652948.4856942,90.1
1773652948.5851915,90.1
1773652948.6855032,90.1
1773652948.7855852,90.1
1773652948.8853192,90.1
1773652948.985503,90.1
1773652949.0851552,90.1
1773652949.1859188,90.1
1773652949.2860303,90.1
1773652949.3857443,90.1
1773652949.4853837,90.1
1773652949.5851943,90.1
1773652949.6854537,90.1
1773652949.786011,90.1
1773652949.8851948,90.1
1773652949.9854987,90.1
1773652950.0851598,90.1
1773652950.1857781,90.1
1773652950.2858014,90.1
1773652950.38551,90.1
1773652950.485717,90.1
1773652950.5852146,90.1
1773652950.6854138,90.1
1773652950.7859674,90.1
1773652950.8855984,90.1
1773652950.9853702,90.1
1773652951.0856361,90.1
1773652951.1852403,90.1
1773652951.2854986,90.1
1773652951.385477,90.1
1773652951.4855142,90.1
1773652951.585209,90.1
1773652951.6851065,90.1
1773652951.7862043,90.1
1773652951.8852654,90.1
1773652951.985162,90.1
1773652952.0855763,90.1
1773652952.1852546,90.1
1773652952.2858918,90.1
1773652952.385167,90.1
